Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Nestor Cortes","NYY",5,2,0,11,11,59.1,8.949438394041563,2.8820225336744016,1.5168539650917903,0.2981366459627329,0.68181818,0.25882353,0.10309278,91.62879082141183,5.157303481312087,,4.569647129243289,5.081587367178017,0.7060937760779464,"Nestor Cortes",17874,641482
"Andrew Abbott","CIN",4,0,0,5,5,29.2,9.101123790550742,3.6404495162202966,0.9101123790550741,0.18571428571428572,1,0.22222222,0.06976744,92.97175407409668,1.2134831720734323,,3.7606583478610007,4.842482823400122,0.6949728137639788,"Andrew Abbott",29911,671096
"Garrett Whitlock","BOS",4,3,0,9,9,50.2,8.17105288791195,1.243421091638775,1.598684260678425,0.34459459459459457,0.69148936,0.44585987,0.15517241,,5.151315951074925,,4.281356181167171,3.8647983074896572,0.6907568997397975,"Garrett Whitlock",20191,676477
"Lance Lynn","CHW",5,8,0,17,17,96,10.875000324100265,3.375000100582841,2.0625000614672917,0.33858267716535434,0.63139932,0.38827839,0.20952381,92.74707505967882,6.468750192783778,,5.067540413513782,3.8967271928371043,0.6875053162130467,"Lance Lynn",2520,458681
"Luis Garcia","HOU",2,2,0,6,6,27,10.333333333333334,3.3333333333333335,1,0.3142857142857143,0.75471698,0.26388889,0.09375,92.98370339987162,4,,3.6254107298674407,4.140494290104619,0.6865347061015534,"Luis Garcia",23735,677651
"Zach Davies","ARI",1,4,0,9,9,42.2,6.960937914904232,4.21875025145711,0.6328125377185665,0.3333333333333333,0.54012346,0.45714286,0.06382979,89.68397926797672,6.539062889758521,,4.028477905597541,4.93568575113202,0.6800537197338222,"Zach Davies",13183,605200
"Vince Velasquez","PIT",4,4,0,8,8,37.1,8.919643160944092,3.3750001149518187,0.9642857471290911,0.29245283018867924,0.76576577,0.30275229,0.08510638,93.54679045500579,3.8571429885163644,,3.8711118090517678,4.559706451317364,0.6752920574045815,"Vince Velasquez",11189,592826
"Bryan Woo","SEA",1,1,0,5,5,22.2,12.705883243917244,2.3823531082344833,1.1911765541172417,0.34545454545454546,0.67226891,0.36206897,0.11538462,95.20857319078948,4.367647365096553,,2.9462168084296376,3.1221203032367333,0.6664356977846158,"Bryan Woo",30279,693433
"Max Fried","ATL",2,1,0,5,5,26,8.65384647126735,2.0769231531041643,0.6923077177013881,0.2857142857142857,0.79365079,0.60869565,0.11111111,94.21106132671987,2.0769231531041643,,3.0242711202632746,3.1688992629182855,0.6523129670445987,"Max Fried",13743,608331
"Wade Miley","MIL",5,2,0,11,11,56.2,5.400000060586369,2.223529436712034,1.111764718356017,0.23076923076923078,0.82375479,0.39884393,0.09859155,90.08343128022693,3.017647092680618,,4.5079815500252804,4.973651694022755,0.6504920986033051,"Wade Miley",8779,489119
"Ryan Feltner","COL",2,3,0,8,8,35.1,8.40566113360973,6.367925101219492,0.5094340080975593,0.33653846153846156,0.64784053,0.45283019,0.05714286,94.81280065465856,5.858491093121933,,4.330512154369696,5.232417274803658,0.6485556717352384,"Ryan Feltner",21446,663372
"Martín Pérez","TEX",7,3,0,16,16,90.1,5.977859988964264,2.988929994482132,1.2952029976089237,0.2972027972027972,0.7400722,0.42662116,0.12149533,92.13947946885052,4.284132992091055,,4.826996134372858,4.914545631985129,0.6420384366955794,"Martin Perez",6902,527048
"Adrian Houser","MIL",3,2,0,8,8,41.1,6.096774381107649,2.6129033061889926,0.8709677687296642,0.34306569343065696,0.74912892,0.48571429,0.0952381,94.03672396199087,4.137096901465905,,4.029233931701216,4.45118814627656,0.6177718418230609,"Adrian Houser",12718,605288
"Marco Gonzales","SEA",4,1,0,10,10,50,6.120000233459481,3.240000123596196,0.9000000343322767,0.31645569620253167,0.62121212,0.40625,0.08928571,89.3356256415374,5.220000199127205,,4.2750403984069845,4.8267943838788625,0.6070699871506172,"Marco Gonzales",15467,594835
"Domingo Germán","NYY",5,5,0,15,15,81.1,8.631147878332133,2.7663935507474786,1.6598361304484872,0.215311004784689,0.65217391,0.39013453,0.16666667,92.579135801734,4.536885423225865,,4.841105995258959,4.2730935696423336,0.5962328472688513,"Domingo German",17149,593334
"Tyler Glasnow","TBR",2,2,0,7,7,36,14.00000074174673,3.7500001986821596,1.5000000794728638,0.35526315789473684,0.7635468,0.42682927,0.21428571,96.27821947180706,4.5000002384185915,,3.643929268990035,2.7632028087331166,0.5881623975073453,"Tyler Glasnow",14374,607192
"Mason Miller","OAK",0,2,0,4,4,21.1,9.281250138301404,2.953125044004992,0.4218750062864275,0.24528301886792453,0.69444444,0.20754717,0.03448276,98.66834852430556,3.37500005029142,,3.0675403567031028,4.705690421639384,0.5801655327047347,"Mason Miller",31757,695243
"Aaron Civale","CLE",2,2,0,7,7,39.2,7.487395438019275,3.4033615627360345,0.9075630833962759,0.2719298245614035,0.81081081,0.4017094,0.09090909,92.12327159534802,3.1764707918869655,,4.0365530146438635,4.5595986912147675,0.5752630271090118,"Aaron Civale",19479,650644
"Bailey Falter","PHI",0,6,0,7,7,36,6.500000344382411,2.0000001059638186,1.5000000794728638,0.3185840707964602,0.625,0.40336134,0.13043478,90.8605719778605,5.750000304645979,,4.643929321971944,4.5898787824889515,0.5490727552228536,"Bailey Falter",20070,663559
"Jake Irvin","WSN",1,4,0,10,10,47.2,6.986014358734684,4.720279972118029,0.9440559944236059,0.2907801418439716,0.68115942,0.41666667,0.08333333,93.82481811523438,4.720279972118029,,4.954341149459561,5.671846892013098,0.5474939494728885,"Jake Irvin",21504,663623
"Graham Ashcraft","CIN",3,6,0,15,15,75.2,7.017621381234371,3.8061675288050827,1.5462555585770648,0.31645569620253167,0.63670412,0.47983871,0.18309859,,6.6607931754088945,,5.39600959444993,4.713912318623437,0.5260318168521775,"Graham Ashcraft",27552,668933
"Cristopher Sánchez","PHI",0,2,0,4,4,19.1,9.31034498067305,1.86206899613461,0.931034498067305,0.3076923076923077,0.72916667,0.50943396,0.11764706,,3.2586207432355674,,3.1515920819340364,3.2605737984062633,0.5238282349565245,"Cristopher Sanchez",20778,650911
"Kenta Maeda","MIN",1,5,0,6,6,26,9,2.423076923076923,1.0384615384615385,0.36363636363636365,0.59171598,0.33333333,0.08108108,90.26712683475378,6.230769230769231,,3.562732667189378,4.415579393964547,0.5081100595566336,"Kenta Maeda",18498,628317
"Kris Bubic","KCR",0,2,0,3,3,16,9,1.125,0.5625,0.375,0.72815534,0.52083333,0.05882353,91.79916599818638,3.9375,,2.6300403594970705,3.574226598069072,0.49752210190893303,"Kris Bubic",21455,663460
