Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Miles Mikolas","STL",12,13,0,32,32,199.1,6.908026932120611,1.7608696101483912,1.1287625706079432,0.24912280701754386,0.74576271,0.45101351,0.12195122,93.57687535960875,3.295986706175194,,3.885006272212645,3.777024970852617,2.799189329147339,"Miles Mikolas",9803,571945
"Chris Bassitt","NYM",15,9,0,30,30,181.2,8.273394958686197,2.427523071710321,0.9412844563774715,0.28169014084507044,0.77160494,0.48828125,0.1091954,93.32805049386921,3.418348815265554,3.46,3.6573851606185865,3.7156472351952115,2.7765424251556396,"Chris Bassitt",12304,605135
"Tony Gonsolin","LAD",16,1,0,24,24,130.1,8.21739162503183,2.416879889715244,0.7595908224819339,0.2066869300911854,0.83820663,0.43067847,0.08270677,93.18583227445997,2.140665045176359,3.12,3.2812289622147492,3.694700569602079,2.7078750133514404,"Tony Gonsolin",19388,664062
"Jordan Montgomery","- - -",9,6,0,32,32,178.1,7.973832003123403,1.8168224817243197,1.0598131143391865,0.2754491017964072,0.75460829,0.47563353,0.12962963,93.09114292689732,3.482243089971613,4,3.6114964364578515,3.4254394784854028,2.7040746212005615,"Jordan Montgomery",16511,656756
"Jeffrey Springs","TBR",8,5,0,25,25,125,9.576000584472691,2.0160001230468825,1.0080000615234412,0.28486646884273,0.81239531,0.40345821,0.10071942,91.66651895807645,2.664000162597666,,3.136431003128052,3.3266017919368083,2.632268190383911,"Jeffrey Springs",17677,605488
"Taijuan Walker","NYM",12,5,0,29,29,157.1,7.5508477017304925,2.5741526255899405,0.8580508751966468,0.2838137472283814,0.75722543,0.46236559,0.0955414,93.839217078877,3.4894068924663637,3.94,3.6463293240077883,3.8841555801376817,2.6210038661956787,"Taijuan Walker",11836,592836
"Justin Steele","CHC",4,7,0,24,24,119,9.529411764705882,3.7815126050420167,0.6050420168067226,0.3169230769230769,0.72643979,0.51212121,0.08695652,92.4100280656304,3.176470588235294,3.59,3.2048679764531243,3.4754056669082964,2.6061556339263916,"Justin Steele",17312,657006
"Kyle Freeland","COL",9,11,0,31,31,174.2,6.75000039311768,2.7309161895819623,0.9790076906048544,0.3180987202925046,0.70518267,0.41964286,0.09547739,90.4052251218141,4.53435140911722,5.14,4.2116677069037465,4.484149658198797,2.5482919216156006,"Kyle Freeland",16256,607536
"Johnny Cueto","CHW",8,10,0,24,24,153.1,5.752174103850459,1.8782609318695378,0.8217391576929227,0.29375,0.74971165,0.42535787,0.07446809,91.55399502840909,3.286956630771691,,3.764604936340131,4.39271005246321,2.4892964363098145,"Johnny Cueto",6893,456501
"Carlos Carrasco","NYM",15,7,0,29,29,152,9.000000903481022,2.427631822649486,1.0065790484156407,0.3372365339578454,0.74650913,0.46031746,0.12056738,93.26887944865811,3.967105661402819,4.08,3.5334836755102734,3.4527737066062394,2.4572510719299316,"Carlos Carrasco",6632,471911
"Sonny Gray","MIN",8,5,0,24,24,119.2,8.799443083939897,2.7075209489045835,0.827298067720845,0.27672955974842767,0.77229299,0.44512195,0.09401709,92.11533834363118,3.0835655251413314,3.67,3.404910116514012,3.6573047201769326,2.360812187194824,"Sonny Gray",12768,543243
"Ranger Suárez","PHI",10,7,0,29,29,155.1,7.474249171776806,3.3605151314965482,0.8690987409042797,0.2925764192139738,0.71808511,0.554371,0.11811024,93.30855174731182,3.650214711797975,3.78,3.8656499104469173,3.8206300439687446,2.343435287475586,"Ranger Suarez",17277,624133
"Jameson Taillon","NYY",14,5,0,32,32,177.1,7.663534054391446,1.6240601969571278,1.3195489100276663,0.27626459143968873,0.75326216,0.40074906,0.12380952,94.05187406994048,3.9078948489280885,4.2,3.941378393860075,3.788432382882577,2.255868673324585,"Jameson Taillon",11674,592791
"Jacob deGrom","NYM",5,4,0,11,11,64.1,14.269431179970157,1.119171072938836,1.2590674570561904,0.25833333333333336,0.73446328,0.39370079,0.16981132,98.90497431024775,3.0777204505817988,2.24,2.133156312841727,1.5340823547496534,2.216533660888672,"Jacob deGrom",10954,594798
"Reid Detmers","LAA",7,6,0,25,25,129,8.511627906976743,3.2093023255813953,0.9069767441860465,0.27714285714285714,0.74074074,0.3601108,0.08666667,93.29218431447502,3.7674418604651163,4.05,3.786849606314371,4.198131858979085,2.2159616947174072,"Reid Detmers",27468,672282
"Jesús Luzardo","MIA",4,7,0,18,18,100.1,10.764120147001458,3.139535042875425,0.8970100122501214,0.2532188841201717,0.7173913,0.40082645,0.11494253,96.43464633233533,3.3189370453254496,3.39,3.1223977795770983,3.1103592887114138,2.188173770904541,"Jesus Luzardo",19959,666200
"Noah Syndergaard","- - -",10,10,0,24,24,132.2,6.309045709891445,2.103015236630482,0.9497488165427983,0.29156626506024097,0.71808511,0.4245283,0.08588957,94.46213549236919,4.002512869716078,,3.8737375927014828,4.320724155959186,2.145123600959778,"Noah Syndergaard",11762,592789
"Tyler Mahle","- - -",6,8,0,23,23,120.2,9.397790550410578,3.2071824894258323,1.1933702286235657,0.27848101265822783,0.69510269,0.3556231,0.1038961,93.34225912655101,4.400552718049398,3.49,3.866574687807267,4.032129018709042,2.1327880397439003,"Tyler Mahle",16358,641816
"Joe Ryan","MIN",13,8,0,27,27,147,9.244897959183673,2.877551020408163,1.2244897959183674,0.2526595744680851,0.77777778,0.27692308,0.09478673,92.03396123693379,3.5510204081632653,3.57,3.9899820220713713,4.346158513467328,2.0893120765686035,"Joe Ryan",21390,657746
"Freddy Peralta","MIL",4,3,0,17,17,76.1,9.786026852938512,3.065502387667486,0.589519689936055,0.24083769633507854,0.7260274,0.41025641,0.06097561,92.78971173822714,3.183406325654697,,2.9290248759053243,3.6677623634423826,2.066812038421631,"Freddy Peralta",18679,642547
"Marcus Stroman","CHC",6,7,0,25,25,138.2,7.723558258904549,2.336538632945914,1.0384616146426284,0.2715736040609137,0.7254623,0.51724138,0.13913043,92.8950842432229,3.504807949418871,3.94,3.761469510814851,3.489179693641762,2.0451500415802,"Marcus Stroman",13431,573186
"Cal Quantrill","CLE",15,5,0,32,32,186.1,6.182468862856866,2.2701252855802556,1.0143112978124547,0.2783687943262411,0.76361868,0.42114385,0.09633028,93.88110296201815,3.3810376593748486,4.31,4.121375573032211,4.388212056503308,2.0420403480529785,"Cal Quantrill",19312,615698
"Frankie Montas","- - -",5,12,0,27,27,144.1,8.854503776233269,2.681293397028384,1.122401887128161,0.2982456140350877,0.70895522,0.45609756,0.12765957,96.20923810422961,4.0531179257405805,4,3.784486452597972,3.609420067385659,2.0227069929242134,"Frankie Montas",14309,593423
"Mitch Keller","PIT",4,12,0,29,29,153,7.764705882352941,3.3529411764705883,0.8235294117647058,0.31390134529147984,0.72628458,0.48903509,0.10852713,95.65882665786386,3.9411764705882355,,3.9098166225782407,3.9684287344123805,2.0196471214294434,"Mitch Keller",17594,656605
"Luis Garcia","HOU",15,8,0,28,28,157.1,8.980932493724904,2.6885594089494935,1.3156780086348585,0.26024096385542167,0.74250681,0.37614679,0.12105263,94.0942843810212,3.7182204591854697,3.57,3.932346282406671,3.8196567877811147,2.005622625350952,"Luis Garcia",23735,677651
"Zack Greinke","KCR",4,9,0,26,26,137,4.795620437956204,1.7737226277372262,0.9197080291970803,0.3055555555555556,0.72879331,0.4125,0.08235294,89.2494621190745,3.678832116788321,4.78,4.0321390308602885,4.540626612414409,1.8982945680618286,"Zack Greinke",1943,425844
"Jon Gray","TEX",7,7,0,24,24,127.1,9.47120456680396,2.7565446127265254,1.2015707286243829,0.27076923076923076,0.70522979,0.44117647,0.14166667,95.96734794865642,3.9581153413509087,3.59,3.803530505708605,3.463040925157654,1.8979593515396118,"Jon Gray",14916,592351
"Lance Lynn","CHW",8,7,0,21,21,121.2,9.17260293145591,1.4054794814327602,1.4054794814327602,0.29411764705882354,0.68369028,0.42296919,0.13970588,93.02330118593238,3.9945206314404764,3.62,3.819280331506585,3.443912424523475,1.8874863386154175,"Lance Lynn",2520,458681
"JT Brubaker","PIT",3,12,0,28,28,144,9.1875,3.375,1.0625,0.3341288782816229,0.68807339,0.44036697,0.11724138,92.98584681919642,4.6875,4.56,3.9179865572187635,3.873914082037906,1.875665307044983,"JT Brubaker",17578,664141
"Kyle Gibson","PHI",10,8,0,31,31,167.2,7.729622735366532,2.576540911788844,1.288270455894422,0.30831643002028397,0.67703109,0.45898438,0.13872832,92.27114972741433,5.045725952253153,4.46,4.275452941012339,3.942076619900073,1.8588755130767822,"Kyle Gibson",10123,502043
"Nick Lodolo","CIN",4,7,0,19,19,103.1,11.40967798096087,3.3967743607440757,1.1322581202480253,0.32217573221757323,0.80123267,0.46031746,0.15116279,94.52430050872093,3.6580646961859276,3.94,3.8963020079887642,3.4928674920704563,1.851019263267517,"Nick Lodolo",26378,666157
"Lucas Giolito","CHW",11,9,0,30,30,161.2,9.85360886743975,3.395876502337993,1.3360825582969151,0.3402777777777778,0.71146245,0.38546256,0.14371257,92.73930764470678,4.898969380422022,4.23,4.05882281379019,3.658132214109802,1.8305470943450928,"Lucas Giolito",15474,608337
"Rich Hill","BOS",8,7,0,26,26,124.1,7.890080751724069,2.6782842918696383,1.08579092913634,0.3047091412742382,0.68275862,0.40161725,0.10067114,88.71037001939351,4.270777654602937,4.08,3.916720578801238,4.122417969439475,1.7936184406280518,"Rich Hill",4806,448179
"Robbie Ray","SEA",12,12,0,32,32,189,10.095238095238095,2.9523809523809526,1.5238095238095237,0.28354978354978355,0.81196581,0.39227642,0.15533981,93.5742448351419,3.7142857142857144,3.59,4.165341054573261,3.5778071774061395,1.7338613271713257,"Robbie Ray",11486,592662
"Alex Wood","SFG",8,12,0,26,26,130.2,9.022959886119601,2.066326691477771,1.1709184585040702,0.3150684931506849,0.6391478,0.48157895,0.1440678,90.55919647216797,5.096939172311835,4,3.7629412563876916,3.4084789048160413,1.6923949718475342,"Alex Wood",13781,622072
"Dean Kremer","BAL",8,6,0,21,21,120,6.300000400543238,2.4000001525879004,0.8250000524520907,0.29775280898876405,0.78643579,0.38950276,0.07638889,93.58129537872841,3.225000205039991,,3.8290977138943174,4.4138743691567335,1.645132303237915,"Dean Kremer",19350,665152
"David Peterson","NYM",6,5,0,19,19,91,10.879121791221014,4.054945394909651,0.7912088575433465,0.31877729257641924,0.72156197,0.50423729,0.13559322,93.58335813492063,3.8571431805238143,,3.4201233351522875,3.2370661201734436,1.6272563934326172,"David Peterson",20302,656849
"Hunter Greene","CIN",5,13,0,24,24,125.2,11.745358327877911,3.4376658520618277,1.7188329260309139,0.2807017543859649,0.76323988,0.29315961,0.16107383,99.0257667335304,4.440318392246527,4,4.36972545681545,3.642205875963555,1.5890312194824219,"Hunter Greene",22182,668881
"Michael Wacha","BOS",11,2,0,23,23,127.1,7.350785633937401,2.1910995639621103,1.272251359719935,0.25977653631284914,0.80298013,0.40957447,0.12413793,93.2468594637784,3.321989661490941,4.56,4.141226854276242,3.9892914836048274,1.5392800569534302,"Michael Wacha",14078,608379
"Nick Pivetta","BOS",10,12,0,33,33,179.2,8.766234262568162,3.6567720066712903,1.3525047147962306,0.3002028397565923,0.7527881,0.38461538,0.12385321,93.60759694850604,4.558441816535444,4.65,4.420408812268617,4.263009156211632,1.5200029611587524,"Nick Pivetta",15454,601713
"Charlie Morton","ATL",9,6,0,31,31,172,10.726744186046512,3.296511627906977,1.4651162790697674,0.2922705314009662,0.75995807,0.39772727,0.16470588,94.90524193548387,4.343023255813954,4.11,4.25777983887251,3.6046565753429434,1.4703352451324463,"Charlie Morton",4676,450203
"Braxton Garrett","MIA",3,7,0,17,17,88,9.204546252558123,2.454545667348833,0.9204546252558123,0.32083333333333336,0.76350093,0.47773279,0.11842105,91.45311387108262,3.5795457648837146,4.05,3.5556128582678586,3.5045682481700506,1.4690040349960327,"Braxton Garrett",21844,666129
"Cole Irvin","OAK",9,13,0,30,30,181,6.3646408839779,1.7900552486187846,1.2430939226519337,0.27339449541284405,0.71428571,0.37655417,0.10548523,90.90260299493814,3.977900552486188,4.4,4.20635365359691,4.349157790271617,1.4457550048828125,"Cole Irvin",19244,608344
"José Suarez","LAA",7,8,0,20,20,102.1,8.267101388097577,2.814332387437473,1.1433225323964735,0.2842465753424658,0.73813708,0.41254125,0.11504425,92.83837723976109,4.133550694048789,,3.9821378852810385,3.9653470959835255,1.4404497146606445,"Jose Suarez",19911,660761
"Antonio Senzatela","COL",3,7,0,19,19,92.1,5.2635381960838235,2.2418773798134803,0.8772563660139705,0.38271604938271603,0.70355191,0.49386503,0.1125,94.32439309408926,5.0685923369696075,5.24,4.05466932071525,4.070151837633089,1.4181090593338013,"Antonio Senzatela",15488,622608
"Bailey Ober","MIN",2,3,0,11,11,56,8.196428571428571,1.7678571428571428,0.6428571428571429,0.27672955974842767,0.70397112,0.27777778,0.04819277,91.76665982995226,3.2142857142857144,4.71,2.9160024302346366,4.181549939672862,1.4084982872009277,"Bailey Ober",21224,641927
"Jordan Lyles","BAL",12,11,0,32,32,179,7.240223463687151,2.6145251396648046,1.3072625698324023,0.3125,0.73770492,0.4021164,0.11403509,91.93292410714285,4.424581005586592,4.94,4.3973472027805265,4.394689236872689,1.4073065519332886,"Jordan Lyles",7593,543475
"Luis Severino","NYY",7,3,0,19,19,102,9.882352941176471,2.6470588235294117,1.2352941176470589,0.23673469387755103,0.79861111,0.44313725,0.13861386,96.32720473057644,3.176470588235294,2.94,3.7006662957808554,3.3822085487199764,1.383980393409729,"Luis Severino",15890,622663
"Germán Márquez","COL",9,13,0,31,31,181.2,7.431193076664248,3.1211010921989844,1.4862386153328497,0.29135338345864664,0.68095238,0.47584973,0.16853933,95.71241603387851,4.9541287177761655,4.49,4.714265953744168,4.017967312394434,1.3722035884857178,"German Marquez",15038,608566
"Adrian Sampson","CHC",4,5,0,19,19,98.2,6.2027028625772545,2.4628379013174393,0.9121621856731257,0.292358803986711,0.78761062,0.4,0.08,92.54187902360515,3.2837838684232525,,3.933376968769022,4.491277410460957,1.36249577999115,"Adrian Sampson",13339,592716
"Graham Ashcraft","CIN",5,6,0,19,19,105,6.0857147279077966,2.5714287582709,0.9428572113659967,0.313953488372093,0.6779661,0.54519774,0.125,97.29268505586592,4.88571464071471,4.02,4.2076691764822955,4.086454953849353,1.3384522199630737,"Graham Ashcraft",27552,668933
"Drew Smyly","CHC",7,8,0,22,22,106.1,7.70219472578735,2.2006270645106714,1.3542320396988747,0.2750809061488673,0.78467153,0.40123457,0.11678832,,3.4702196017283664,4.17,4.231553312247695,4.1827502535711885,1.2869805097579956,"Drew Smyly",11760,592767
"Aaron Civale","CLE",5,6,0,20,20,97,9.092783505154639,2.0412371134020617,1.2989690721649485,0.29699248120300753,0.625,0.41218638,0.13084112,90.8922885237069,4.917525773195877,3.8,3.865008321250837,3.621704467885273,1.2449936866760254,"Aaron Civale",19479,650644
